source_sentence,target_sentence
"He made a series of two-reel comedies, including One Week (1920), The Playhouse (1921), Cops (1922), and The Electric House (1922).","ⵉⵙⴽⵔ ⵙⵏⴰⵜ ⵜⴰⴽⵓⵎⵉⴷⵉⵢⵉⵏ, ⴳⵉⵙⵏ ⵡⴰⵏ ⵡⵉⴽ (1920), ⴷⴰ ⵒⵍⵉⵀⴰⵡⵙ (1921), ⴽⵓⴱⵙ (1922), ⴷ ⴷⴰ ⵉⵍⵉⴽⵜⵔⵉⴽ ⵀⴰⵡⵙ (1922)."
"""Comedy director Leo McCarey, recalling the freewheeling days of making slapstick comedies, said, """"All of us tried to steal each other's gagmen.""","""ⴰⵎⵙⵙⵓⴼⵖ ⵏ ⵜⴽⵓⵎⵉⴷⵉⵜ ⵍⵢⵓ ⵎⴽⴽⴰⵔⵉ, ⵍⵍⵉ ⵉⴽⵜⵜⵉⵏ ⵓⵙⵙⴰⵏ ⵏ ⵓⵎⵙⵙⵓⴼⵖ ⵏ ⵙⵢⵢⵉⵃⵏ ⵏ ⵜⴰⴽⵓⵎⵉⴷⵉⵢⵉⵏ, ⵉⵏⵏⴰ, """"ⴽⵓⵍ ⵢⴰⵏ ⴷⵉⴷⵏⵖ ⵉⵔⴰ ⴰⵢⵢⴰⴽⵯⵔ ⵉⵡⴰⵢⵢⴰⴷ ⴰⵣⴼⴼⴰⵍⵙ."""
"During the railroad water-tank scene in Sherlock Jr., Keaton broke his neck when a torrent of water fell on him from a water tower, but he did not realize it until years afterward.","ⵖ ⵍⵓⵇⵜ ⵏ ⵜⴰⵎⵓⵖⵍⵉⵜ ⵏ ⵓⵖⴰⵔⴰⵙ ⵏ ⴰⵍⴰⵡⴰⵢ ⴷ ⵛⵛⴰⵔⵉⵊ ⵖ ⵛⵉⵔⵍⵓⴽ, ⵉⵔⵣⴰ ⵓⵎⴳⴳⵔⴷ ⵏ ⴽⵉⵜⵓⵏ ⵍⵍⵉⵖ ⴼⵍⵍⴰⵙ ⵉⴷⵔ ⴰⵎⵓⴷⵡⵓ, ⵎⴰⵛ ⵓⵔ ⴰⵙ ⵉⵜⵜⴰⴽⴰ ⴰⵔⴽⵉⵖ ⵣⵔⵉⵏ ⵉⵙⴳⴳⵯⴰⵙⵏ."
"Keaton's character emerged unscathed, due to a single open window.",ⴰⵡⵔⵉⴽ ⵏ ⴽⵉⵜⵓⵏ ⵉⴼⴼⵓⵖⴷ ⵉⴷⵓⵙ ⵙ ⵢⴰ ⵓⴱⵄⵉⵊ ⵉⵔⵣⵎⵏ.
"Aside from Steamboat Bill, Jr. (1928), Keaton's most enduring feature-length films include Our Hospitality (1923), The Navigator (1924), Sherlock Jr. (1924), Seven Chances (1925), The Cameraman (1928), and The General (1926).","ⵉⵍⵎⵎ ⵙ ⵙⵜⵉⵎⴱⵓⵜ ⴱⵉⵍⵍ ⵊⵔ. (1928), ⵍⴰⴼⵍⴰⵎ ⵍⵍⵉ ⴽⵓⵍⵍⵓ ⵉⵙⵓⵍⴰⵏⵏ ⵖ ⵍⴰⴼⵍⴰⵎ ⵏ ⴽⵉⵜⵓⵏ ⴳⵉⵙⵏ ⴰⵡⵔ ⵀⵓⵙⴱⵉⵜⴰⵍⵉⵜⵉ (1923), ⴷⴰ ⵏⴰⴼⵉⴳⴰⵜⵓⵔ (1924), ⵛⵉⵔⵍⵓⴽ ⵊⵔ. (1924), ⵙⵉⴼⵉⵏ ⵜⵛⴰⵏⵙⵉⵣ (1925), ⴷⴰ ⴽⵉⴼⵎⴰⵏ (1928), ⴷ ⴷⴰ ⵊⵉⵏⵉⵔⴰⵍ (1926)."
"Though it would come to be regarded as Keaton's greatest achievement, the film received mixed reviews at the time.","ⵍⴼⵉⵍⵎ ⵢⵓⵎⵣ ⵉⵎⴰⵣⴰⵎ ⵓⵎⵙⵉⵏ, ⵎⴰⵛ ⵉⴳⴰ ⴰⵎⴰⴼⴰⵢ ⵖ ⵉⵏⵉⴹⵉ ⵏ ⴽⵉⵜⵓⵏ."
"His distributor, United Artists, insisted on a production manager who monitored expenses and interfered with certain story elements.","ⴰⵏⴱⴹⵓⵏⵙ, ⵢⵓⵏⴰⵢⵜⵉⴷ ⴰⵔⵜⵉⵙⵜⵙ, ⵉⵙⴷⴷⵉⴷ ⴼ ⵢⴰ ⵓⵏⵎⵀⴰⵍ ⵏ ⵜⴰⵙⵢⴰⴼⵓⵜ ⵍⵍⵉ ⵉⴳⴰⴱⵍⵏ ⴰⵇⵇⴰⵔⵕⵉⴹ ⴷ ⵉⵎⵛⴽⵛⵓⵎ ⵖ ⴽⴰⵔⵏ ⵢⴼⵔⴷⴰⵙ ⵏ ⵜⴰⵃⴰⵊⵉⵜ."
The actors would phonetically memorize the foreign-language scripts a few lines at a time and shoot immediately after.,ⵉⵙⵎⴷⴰⵢⵏ ⵓⵟⵟⴼⵏ ⵉⵎⵙⵉⵙⵍⵉ ⵏ ⵜⵓⵜⵍⴰⵢⵜ ⵜⴰⵎⵣⵣⵉⵜ ⵉⵎⵉⴽ ⵙⵉⵎⵉⴽ ⴷⴰⵜ ⴰⴷ ⵙⵙⵓⵍⴼⵏ.
"The director was usually Jules White, whose emphasis on slapstick and farce made most of these films resemble White's famous Three Stooges shorts.","ⵉⵏⵙⵉ ⵊⵓⵍⵙ ⵡⴰⵢⵜ ⴰⵢⴳ ⵓⵎⵙⵙⵓⴼⵖ, ⵜⵓⴼⴼⴰⵢⵜⵏⵙ ⵖ ⵙⵢⵢⵃ ⵖⴰⵢⴰⴷ ⵎⴰⴼⴳⴰⵏ ⵜⵓⴳⵜ ⵏ ⵍⴰⴼⵍⴰⵎⵏⵙ ⵣⵓⴷ ⵜⵔⵉ ⵙⵜⵓⵊⴻⵣ ⵏ ⵡⴰⵉⵜ."
"However, director White's insistence on blunt, violent gags resulted in the Columbia shorts being the least inventive comedies he made.","ⵎⴰⵛ ⴰⵖⴰⵏⴻⵏ ⵏ ⵡⴰⵉⵜ ⵙ ⵜⴰⴽⵓⵎⵉⴷⵉⵜ ⵉⵙⵢⵢⵃⵏ, ⴷ ⵓⴽⵕⵉⴹⵏ ⵢⵓⵊⵊⴰ ⵍⴰⴼⵍⴰⵎ ⵉⴽⵓⴹⴰⴹⵏ ⵏ ⴽⵓⵍⵓⵎⴱⵢⴰ ⴳⵯⵉⵍⵍⵉ ⴽⵓⵍⵍⵓ ⵉⵙⵏⵓⵍⴼⵓⵏ ⵖ ⵍⴰⴼⵍⴰⵎⵏⵙ."
"He made his last starring feature El Moderno Barba Azul (1946) in Mexico; the film was a low-budget production, and it may not have been seen in the United States until its release on VHS in the 1980s, under the title Boom in the Moon.","ⵉⵙⵙⵓⴼⵖ ⵍⴼⵉⵍⵎⵏⵙ ⵍⵍⵉ ⴽⵓⵍⵍⵓ ⵉⴳⴳⵓⵕⴰⵏ ⵉⵍ ⵎⵓⴷⵉⵔⵏⵓ ⴱⴰⵔⴱⴰ ⴰⵣⵓⵍ (1946) ⵖ ⵜⴰⵎⴰⵣⵉⵔⵜ ⵏ ⵎⵉⴽⵙⵉⴽ, ⵍⴼⵉⵍⵎ ⴷⴰⵔⵙ ⵜⴰⵙⴰⵢⴰⴼⵓⵜ ⵏ ⵜⴰⵎⵙⴰⵙⵜⵏⵜ ⵉⴷⵔⵓⵙⵏ, ⴷ ⵓⵔ ⵉⵜⵜⵎⵣⵔⴰ ⵖ ⵜⴰⵎⴰⵣⵉⵔⵜ ⵏ ⵎⴰⵔⵉⴽⴰⵏ ⴰⵢⵍⵍⵉⵖ ⴼⴼⵓⵖⵏⵜ ⵜⵉⵙⴼⵉⴼⵉⵏ ⵖ ⵉⵙⴳⴳⵯⴰⵙⵏ ⵏ1980, ⵙ ⵓⵣⵡⵍ ⵏ ⴱⵓⵎ ⵉⵏ ⴷⴰ ⵎⵓⵏ."
"In In the Good Old Summertime, Keaton personally directed the stars Judy Garland and Van Johnson in their first scene together, where they bump into each other on the street.","ⵖ ⵍⴼⵉⵍⵎ ⵏ ⴳⵓⴷ ⵓⵍⴷ ⵙⴰⵎⵔⵜⴰⵢⵎ, ⴻⵙⵙⵓⴳⵓⵔ ⴽⵉⵜⵓⵏ ⵉⵜⵔⴰⵏ ⵊⵓⴷⵉ ⴳⴰⵔⵍⴰⵏⴷ ⴷ ⴼⴰⵏ ⵊⵓⵏⵙⵓⵏ ⵖ ⵜⴰⵎⵓⵖⵍⵉⵜⵏⵙⵏ ⴻⵣⵡⴰⵔⵏ, ⵍⵍⵉⵖ ⵎⵎⵉⴳⴳⵉⵕⵏ ⵖ ⵓⵖⴰⵔⴰⵙ."
"Reaction was strong enough for a local Los Angeles station to offer Keaton his own show, also broadcast live, in 1950.","ⵉⵃⵎⵍⵜ ⵓⴳⴷⵓⴷ ⴰⵢⵍⵍⵉⵖ ⵜⵙⵙⵎⵏⵉⴷ ⵢⴰⵜ ⵜⴰⵏⵣⵡⴰⵢⵜ ⵖ ⵍⵓⵙ ⴰⵏⵊⵍⵉⵙ ⵉ ⴽⵉⵜⵓⵏ ⴰⵙⴰⵢⵙⵏⵙ, ⵉⵙⵔⴰⴷⵏ, ⵖ 1950."
Buster Keaton's wife Eleanor also was seen in the series (notably as Juliet to Buster's Romeo in a little-theater vignette).,ⵜⵜⵎⵣⵔⴰ ⵉⵍⴰⵏⵓⵔ ⵍⵍⵉ ⵉⴳⴰⵏ ⵜⴰⵎⵖⴰⵔⵜ ⵏ ⴱⴰⵙⵜⵔ ⴽⵉⵜⵓⵏ ⵖ ⵓⵎⵙⴷⴷⵉ (ⵜⴳⴰ ⵊⵓⵍⵢⵉⵜ ⵏ ⵔⵓⵎⵢⵓ ⵏ ⴱⴰⵙⵜⵔ ⵖ ⵢⴰⵜ ⵜⴰⵡⵔⵎⵜ ⵎⵥⵥⵉⵏ ⵏ ⵓⵎⵣⴳⵓⵏ).
Keaton's periodic television appearances during the 1950s and 1960s helped to revive interest in his silent films.,ⵉⵍⵡⵉ ⵉⵣⵎⵣⴰⵏ ⵏ ⴽⵉⵜⵓⵏ ⵖ ⵜⵜⵉⵍⵉⴼⵉⵣⵢⵓⵏ ⵖ ⵉⵙⴳⴳⵯⴰⵙⵏ ⵏ 1950 ⴷ 1960 ⴰⵡⵙⵏⵜ ⴰⵢⵢⴰⵎⵣ ⵓⵏⴼⵔⴰⵔ ⵉ ⵍⴰⴼⵍⴰⵎⵏⵙ ⵉⵃⵉⵙⵙⵉⵏ.
"Well into his fifties, Keaton successfully recreated his old routines, including one stunt in which he propped one foot onto a table, then swung the second foot up next to it and held the awkward position in midair for a moment before crashing to the stage floor.","ⵍⵍⵉⵖ ⵉⴽⵯⵛⵎ ⵙ ⵉⵙⴳⴳⵯⴰⵙⵏ ⵏ ⵙⵉⵏ ⵡⴰⴳⵏⴰⵔⵏ ⴷ ⵎⵔⴰⵡ, ⵉⵙⵅⵅⵔ ⴽⵉⵜⵓⵏ ⵙ ⵓⵍⵙ ⵏ ⵉⵚⵏⵉⵄⵏⵙ ⵉⵇⴱⵓⵔⵏ, ⴳⵉⵙⵏ ⵢⴰⵜ ⵙⵢⵢⵃ ⵉⵙⵔⵙ ⴳⵉⵙ ⵢⴰⵡ ⴰⴹⴰⵕ ⵖ ⵉⴳⴳⵉ ⵏ ⵜⴷⴰⴱⵓⵜ, ⴷ ⵉⵥⵕⵕⴹ ⴰⴹⴰⵕ ⵢⴰⴹⵏⵉ ⵜⴰⵎⴰⵏⵙ ⴷ ⵉⴱⵉⴷ ⵖⵉⴽⴰⵏ ⵖ ⵓⴹⵓ ⴷⴰⵜ ⴰⵏⵏⵉⴳⵏⵓⴳⵉ ⵖ ⵜⵙⴼⵔⵉ ⵏ ⵓⵎⵣⴳⵓⵏ."
"""Keaton had prints of the features Three Ages, Sherlock Jr., Steamboat Bill, Jr., and College (missing one reel), and the shorts """"The Boat"""" and """"My Wife's Relations"""", which Keaton and Rohauer then transferred to Cellulose acetate film from deteriorating nitrate film stock.""","ⴽⴰⵏⵜⵉⵏ ⴷⴰⵔ ⴽⵉⵜⵓⵏ ⵉⵏⵣⴰⵖⵏ ⵏ ⵍⴰⴼⵍⴰⵎ ⵜⵔⵉ ⵉⵊⵉⵣ, ⵛⵉⵔⵍⵓⴽ ⵊⵔ., ⵙⵜⵉⵎⴱⵓⵜⴱⵉⵍⵍ, ⵊⵔ. ⴰⵏⴷ ⴽⵓⵍⵍⵉⵊ (ⵜⵃⵔⵎⵜ ⵢⴰⵜ ⵜⴰⵊⵕⵕⴰⵕⵜ), ⴷ ⵍⴰⴼⵍⴰⵎ ⵉⴽⵓⴹⴰⴹⵏ """"ⴷⴰ ⴱⵓⵜ"""" ⴷ """"ⵎⴰⵢ ⵡⴰⵢⴼⵙ ⵔⵉⵍⴰⵢⵛⵏⵣ"""", ⵙⵎⴰⵜⵜⵉⵏⵜ ⴽⵉⵜⵓⵏ ⴷ ⵔⵓⵀⴰⵡⵔ ⵙ ⵙⵉⵍⵍⵓⵍⵓⵣ ⴰⵙⵉⵜⴰⵜ ⵣⵖ ⴰⵙⴰⵜⵉⵎ ⵏ ⵍⴼⵉⵍⵎ ⵏ ⵏⵉⵜⵔⴰⵜ ⵉⵄⴷⵎⵏ."
"In a series of silent television commercials for Simon Pure Beer made in 1962 by Jim Mohr in Buffalo, New York, Keaton revisited some of the gags from his silent film days.","ⵖ ⵓⵙⴷⴷⵉ ⵏ ⵓⵙⵓⵙⵙⵏ ⵏ ⵜⵉⵏⵉⴼⵉⵣⵢⵓⵏ ⵉ ⵍⴱⵉⵕⵕⴰ ⵏ ⵙⴰⵢⵎⵓⵏ ⴱⵢⵓⵔ ⵍⵍⵉ ⵉⵙⵙoⴼⵖ ⵊⵉⵎ ⵎⵓⵀⵔ ⵖ ⴱⵓⴼⴰⵍⵓ, ⵏⵢⵓ ⵢⵓⵔⵏ, ⵖ 1962, ⵢⵓⵍⵙ ⴽⵉⵜⵓⵏ ⵢⵓⵍⵙ ⴽⵔⴰ ⵏ ⵙⵢⵢⵃⵏⵙ ⵍⵍⵉ ⵉⴽⴽⴰⵜⵜⵉⵏ ⴰⵢⵙⴽⴰⵔ ⵖ ⵍⴰⴼⵍⴰⵎ ⵉⵃⵉⵙⵙⵉⵏⵙ."
"""In December 1958, Keaton was a guest star in the episode """"A Very Merry Christmas"""" of The Donna Reed Show on ABC.""","""ⵖ ⴷⵓⵊⴰⵏⴱⵉⵔ 1958, ⵉⴳⴰ ⴽⵉⵜⵓⵏ ⴰⵏⵓⵊⵉ ⵖ ⵜⴰⵏⴷⵔⵜ """"ⴰ ⴼⵉⵔⵉ ⵎⵉⵔⵉ ⴽⵔⵉⵙⵎⴰⵙ"""" ⵏ ⵓⵙⴰⵢⵙ ⵏ ⴷⵓⵏⴰ ⵔⵉⴷ ⵖ ⴰⴱⵛ."
"In 1960, he returned to MGM for the final time, playing a lion tamer in a 1960 adaptation of Mark Twain's The Adventures of Huckleberry Finn.","ⵖ 1960, ⵢⵓⵔⵔⵉⴷ ⵙ ⵎⴳⵎ ⵙ ⵜⵉⴽⵍⵉⵜ ⵉⴳⴳⵓⵔⴰⵏ, ⵢⵓⵔⴰⵔ ⴰⵃⵕⵕⴱ ⵏ ⵓⴳⵔⵣⴰⵎ ⵖ ⵢⴰⵜ ⵜⴰⴽⵙⵙⵓⵢⵜ ⵖ 1960 ⵏ ⵓⴷⵍⵉⵙ ⵏ ⵎⴰⵔⴽ ⵜⵡⴰⵢⵏ ⴷⴰ ⴰⴷⴼⵏⵜⵓⵔⵣ ⵓⴼ ⵀⴰⴽⵍⴱⵉⵔⵉⴼⵉⵏ."
"""He worked with comedian Ernie Kovacs on a television pilot tentatively titled """"Medicine Man,"""" shooting scenes for it on January 12, 1962—the day before Kovacs died in a car crash. """"""","ⵉⵙⵡⵓⵔⵉ ⴷ ⵓⵙⴼⴼⴰⵏ ⴻⵔⵏⵉ ⴽⵓⴼⴰⴽⵙ ⵖ ⵢⴰⵜ ⵜⵉⵏⴷⵔⵜ ⵉⵣⵡⴰⵔⵏ ⵜⵎⵣⵡⵍ """"ⵎⵉⴷⵉⵙⵉⵏ ⵎⴰⵏ"""", ⵙⵓⵍⴼⵏ ⵜⵉⵎⵓⵖⵍⵉⵢⵉⵏⵏⵙ ⵖ 12 ⵉⵏⵏⴰⵢⵔ, 1962—ⵢⴰⵡ ⴰⵙⵙ ⴷⴰⵜ ⴰⵢⵎⵎⵓⵜ ⴽⵓⴼⴰⴽⵙ ⵖ ⵓⵏⴳⴰⵙ."
"He traveled from one end of Canada to the other on a motorized handcar, wearing his traditional pork pie hat and performing gags similar to those in films that he made 50 years before.","ⵉⵎⵎⵓⴷⴷⴰ ⵖ ⴽⵓⵍⵍⵓ ⵜⴰⵎⴰⵣⵉⵕⵜ ⵏ ⴽⴰⵏⴰⴷⴰ ⵖ ⵢⴰⵜ ⵜⴰⵙⵏⵙⵖⴰⵍⵜ, ⵉⵍⵙⴰ ⴰⵛⵎⵔⵉⵔ ⵎⵥⵥⵉⵏ ⴷ ⵉⵔⴰⵔ ⵙⵢⵢⵃ ⵣⵓⴷ ⵖⵯⵉⵍⵍⵉ ⵖ ⵍⴰⴼⵍⴰⵎ ⵍⵍⵉ ⵉⵎⵙⵙⵓⴼⵖ 50 ⵉⵙⴳⴳⵯⴰⵙⵏ ⴰⵢⴰ."
"Also in 1965, he traveled to Italy to play a role in Due Marines e un Generale, co-starring Franco Franchi and Ciccio Ingrassia.","ⴷⴰⵖ ⵖ 1965, ⵉⵎⵎⵓⴷⴰ ⵙ ⵜⴰⵎⴰⵣⵉⵕⵜ ⵏ ⵟⴰⵍⵢⴰⵏ ⴱⴰⵛ ⴰⵢ ⵉⵔⴰⵔ ⵢⴰⵜ ⵜⵉⵍⴰⵍⵜ ⵖ ⴷⵓ ⵎⴰⵔⵉⵏⵉⵙ ⵉ ⵓⵏ ⵊⵉⵏⵉⵔⴰⵍⵉ, ⵏⵜⵜⴰⵏ ⴷ ⴼⵔⴰⵏⴽⵓ ⴼⵔⴰⵏⵛⵉ ⴷ ⵜⵛⵉⵛⵓ ⵉⵏⴳⵔⴰⵙⵙⵢⴰ."
"One of his most biting parodies is The Frozen North (1922), a satirical take on William S. Hart's Western melodramas, like Hell's Hinges (1916) and The Narrow Trail (1917).","ⵢⴰⵜ ⵖ ⵉⵖⵔⵙⵉⵙⵏ ⵉⵀⵔⵛⵏ ⵜⴳⴰ ⴷⴰ ⴼⵔⵓⵣⴻⵏ ⵏⵓⵔⵜ (1922), ⵙⵢⵢⵃ ⵏ ⴹⴹⵔⴰⵎⴰ ⵜⴰⴳⴳⵔⵡⵜ ⵏ ⵡⵉⵍⵉⴰⵎ ⵙ. ⵀⴰⵔⵜ, ⵣⵓⴷ ⵀⵉⵍⵍⵣ ⵀⵉⵏⴳⴻⵣ (1916) ⴷ ⴷⴰ ⵏⴰⵕⵕⵓ ⵜⵔⴰⵢⵍ 1917)."
Audiences of the 1920s recognized the parody and thought the film hysterically funny.,ⵉⵙⵙⵏ ⵡⴰⴳⴷⵓⴷ ⵏ ⵉⵙⴳⴳⵯⴰⵙⵏ ⵏ 1920 ⵙⵢⵢⵃⴰⵏ ⴷ ⵉⴷⵚⵚⴰ ⴱⴰⵀⵔⴰ ⴷ ⵍⴼⵉⵍⵎ.
The short also featured the impression of a performing monkey which was likely derived from a co-biller's act (called Peter the Great).,ⵍⴼⵉⵍⵎ ⴰⴽⵓⴹⴰⴹ ⴳⵉⵙ ⴷⴰⵖ ⵜⴰⵙⵢⴰⴼⵜ ⵏ ⵢⴰⵡ ⵣⵄⴹⵓⴹ ⵉⵜⵜⵀⴹⴰⵕⵏ ⵍⵍⵉ ⵉⵏⵏⵓⴼⵖⵏ ⵖ ⵓⵔⴰⵔ (ⵉⵙⵎⴰⵙ ⴱⵉⵜⴻⵔ ⴷⴰ ⴳⵔⵉⵜ).
"""Note: Source misspells Keaton's frequent appellation as """"Great Stoneface"""".""","""ⴰⵎQⵢⵢⴷ: ⴰⵙⴰⴳⵎ ⴰⵔ ⵉⵙⴽⴰⵔ ⴰⵣⵏⵣⵔⵉ ⵖ ⵜⵉⵔⵔⴰ ⵏ ⵓⵣⵡⵍ ⵏ ⴽⵉⵜⵓⵏ """"ⴷⵔⵉⵜ ⵙⵜⵓⵏⴼⴰⵢⵙ""""."""
Keaton dated actress Dorothy Sebastian beginning in the 1920s and Kathleen Key in the early 1930s.,ⵉⴷⴷⵓⴽⵍ ⴽⵉⵜⵓⵏ ⴷ ⵜⴰⵙⵎⴷⴰⵢⵜ ⴷⵓⵔⵓⵜⵉ ⵙⵉⴱⴰⵙⵜⵢⴰⵏ ⵖ ⵓⵎⵣⵡⴰⵔⵓ ⵏ ⵉⵙⴳⴳⵯⴰⵙⵏ ⵏ 1920 ⴷ ⴽⴰⵜⵍⵉⵏ ⴽⵉ ⵖ ⵓⵎⵣⵡⴰⵔⵓ ⵏ ⵉⵙⴳⴳⵯⴰⵙⵏ ⵏ 1930.
He escaped a straitjacket with tricks learned from Harry Houdini.,ⵉⵏⵊⵎ ⵖ ⵢⴰⵜ ⵜⵉⴽⴱⵔⵜ ⵉⵇⵇⵏⵏ ⵙ ⵜⵉⵏⴰⵏⵏⴰⵙⵉⵏ ⵍⵍⵉ ⵉⵙⵙⵍⵎⴷ ⵖ ⴷⴰⵔ ⵀⴰⵔⵉ ⵀⵓⴷⵉⵏⵉ.
"She filed for divorce in 1935 after finding Keaton with Leah Clampitt Sewell, the wife of millionaire Barton Sewell, in a hotel in Santa Barbara.","ⵜⴹⴰⵍⴱ ⵜⴰⴱⵔⴰⵜⵜⵏⵙ ⵖ 1935 ⵍⵍⵉⵖ ⵜⵓⴼⴰ ⴽⵉⵜⵓⵏ ⴷ ⵍⵉⵢⴰ ⴽⵍⴰⵎⴱⵉⵜ ⵙⵉⵡⴻⵍ, ⵜⴰⵎⵖⴰⵔⵜ ⵏ ⵓⵎⵉⵍⵍⵢⵓⵏⵉⵔ ⴱⴰⵔⵜⵓⵏ ⵙⵉⵡⴻⵍ, ⵖ ⵢⴰ ⵡⴰⵙⵏⵙⵓ ⵖ ⵙⴰⵏⵜⴰ ⴱⴰⵔⴱⴰⵔⴰ."
He stopped drinking for five years.,ⵉⴱⴱⵉ ⵛⵛⵔⴰⴱ ⵙⵎⵎⵓⵙ ⵉⵙⴳⴳⵯⴰⵙⵏ.
The marriage lasted until his death.,ⵉⵖⴰⵎⴰ ⵉⵜⵉⵀⴰⵍⵏⵙ ⴰⵢⵍⵍⵉⵖ ⵉⵎⵎⵓⵜ.
"Confined to a hospital during his final days, Keaton was restless and paced the room endlessly, desiring to return home.","ⵉⵏⵏⵓⵎⵥ ⵖ ⵓⵙⵏⴳⴰⴼ ⵖ ⵓⵙⵙⴰⵏⵏⵙ ⴳⴳⵓⵔⴰⵏⵉⵏ, ⴽⵉⵜⵓⵏ ⵓⵔ ⵉⴳⵉⵡⵔ ⴷ ⴰⵔ ⴱⴷⴷⴰ ⵉⴼⵜⵜⵓ ⴷ ⴰⵔ ⵉⴷⵜⵜⴰⵛⵀⴽⴰ ⵖ ⵓⵃⴰⵏⵓ, ⵉⵔⴰ ⴰⵙ ⵢⵓⵔⵔⵉ ⵙ ⵜⵉⴳⵎⵎⵉⵏⵙ."
"The screenplay, by Sidney Sheldon, who also directed the film, was loosely based on Keaton's life but contained many factual errors and merged his three wives into one character.","ⵉⵜⵜⵓⴼⵔⴰ ⵍⴼⵉⵍⵎ ⵉⵎⵉⴽ, ⵏ ⵙⵉⴷⵏⵉ ⵛⵉⵍⴷⵓⵏ, ⵍⵍⵉ ⵜⵉⵎⵙⵙⵓⴼⵖⵏ, ⵖ ⵜⵓⴷⵔⵜ ⵏ ⴽⵉⵜⵓⵏ ⵎⴰⵛ ⴳⵉⵙ ⵜⵓⴳⴳⵜ ⵏ ⵜⵉⵣⴳⵍⵉⵏ ⴷ ⵉⵙⵙⵔⵄⴰ ⵜⵉⵎⵖⴰⵔⵉⵏⵏⵙ ⵙ ⴽⵔⴰⴹ ⵖ ⵢⴰ ⵓⵡⵔⵉⴽ."
"Dedicated to bringing greater public attention to Keaton's life and work, the membership includes many individuals from the television and film industry: actors, producers, authors, artists, graphic novelists, musicians, and designers, as well as those who simply admire the magic of Buster Keaton.","ⵉⵍⵜⴰⵖ, ⵍⵍⵉ ⵉⵍⵍⴰⵏ ⴱⴰⵛ ⴰⵜⵙⵎⵓⵏ ⵜⵓⴳⴳⵜ ⵏ ⵉⴳⴷⵓⴷⵏ ⵙ ⵜⵓⴷⵔⵜ ⴷ ⵜⴰⵡⵡⵓⵔⵉ ⵏ ⴽⵉⵜⵓⵏ, ⴳⵉⵙ ⵜⵓⴳⴳⵜ ⵏ ⵎⵉⴷⴷⵏ ⵉⵙⵡⵡⵓⵔⵉⵏ ⵖ ⵜⵉⵍⵉⴼⵉⵣⵢⵓⵏ ⴷ ⵍⴰⴼⵍⴰⵎ: ⵉⵙⵎⴷⴰⵢⵏ, ⵉⵎⵙⴰⵢⵓⴼⴰ, ⵉⵎⴰⵔⴰⵏ, ⵉⵏⴰⵥⵓⵕⵏ, ⵉⵎⴰⵔⴰⵏ ⵏ ⵜⵉⵙⵉⵙⴽⵍⵜ, ⵉⵎⵥⴰⵡⴰⵏⵏ, ⴷ ⵉⵎⴰⵎⴽⵏ, ⴷ ⴽⵓⵍⵍⵓ ⵡⴰⵏⵏⴰ ⵜⵉⵜⵄⵊⴰⴱⵏ ⴱⴰⵙⵜⵔ ⴽⵉⵜⵓⵏ."
"""Hirschfeld said that modern film stars were more difficult to depict, that silent film comedians such as Laurel and Hardy and Keaton """"looked like their caricatures"""".""","“ⵉⵏⵏⴰ ⵀⵓⵔⵛⴼⵉⵍⴷ ⵎⴰⴼ ⵉⵙⵎⴷⴰⵢⵏ ⵏ ⵖⴰⵚⵚⴰⴷ ⵛⵇⵇⴰⵏ ⴰⴷ ⵜⴳⵣⵣⵓⵏ, ⴷ ⵉⵣⴼⴼⴰⵏ ⵏ ⵍⴰⴼⵍⴰⵎ ⵉⵃⵉⵙⵙⵉⵢⵉⵏ ⵣⵓⴷ ⵍⵓⵔⵉⵍ ⴷ ⵀⴰⵔⴷⵉ ⴷ ⴽⵉⵜⵓⵏ “”ⵔⵡⴰⵙⵏ ⵉⵙⴼⵔⵖⵏⵙⵏ””.”"
"""Film critic Roger Ebert stated, """"The greatest of the silent clowns is Buster Keaton, not only because of what he did, but because of how he did it.""","""ⴰⵎⴰⵥⴰⵎ ⵏ ⵍⴰⴼⵍⴰⵎ ⵔⴻⵊⵉ ⵉⴱⵉⵔⵜ ⵉⵏⵏⴰ, """"ⴰⵎⵙⵢⵢⵃ ⴰⵃⵉⵙⵙⵉ ⵓⵎⴰⴼⴰⵢⵏ ⵉⴳⴰ ⴱⴰⵙⵜⵔ ⴽⵉⵜⵏ, ⵓⵔⴷ ⵎⴰⵢⵙⴽⴰⵔ, ⵎⴰⵛ ⵎⴰⵏⵉ ⵙ ⵜⵉⵙⴽⵔ."""
